哿 ho 193901
荷 ho 195911
賀 ho 195910
呵 ho 191616
河 ho 195915
何 ho 195920
可 ho 193939
㖡 je 100000
玡 je 186737
㖿 je 100000
揶 je 186359
琊 je 186347
歋 je 186342
喏 je 190208
廾 je 196464
埜 je 186382
冶 je 186371
偌 je 190028
惹 je 190209
爺 je 186380
斜 je 186378
邪 je 185714
椰 je 186366
射 je 186311
耶 je 186376
野 je 186383
夜 je 186386
若 je 190030
嘢 je 100000
郼 ji 186171
黳 ji 186192
聏 ji 191624
訑 ji 186157
觺 ji 186156
潩 ji 186117
崺 ji 186079
桋 ji 186101
饐 ji 186182
羠 ji 186138
鸃 ji 186187
䫑 ji 100000
㦤 ji 100000
㳖 ji 100000
䭲 ji 100000
㛄 ji 100000
㺿 ji 100000
㯄 ji 100000
䓴 ji 100000
偯 ji 186063
肄 ji 186226
漪 ji 186259
姨 ji 186283
咡 ji 197174
痍 ji 186232
夷 ji 186284
倚 ji 186286
瘱 ji 186131
迤 ji 186249
洏 ji 197181
咦 ji 186267
苡 ji 186215
齮 ji 186193
嫕 ji 186073
懿 ji 186260
衪 ji 186152
洱 ji 197198
貽 ji 186265
咿 ji 186244
瘞 ji 186212
侇 ji 186061
胰 ji 186239
劓 ji 186203
沂 ji 186266
頤 ji 186272
异 ji 186320
眙 ji 186218
噫 ji 186241
刵 ji 197173
迆 ji 186248
鷖 ji 186190
薏 ji 186220
扆 ji 186204
佴 ji 191936
爾 ji 197204
意 ji 186328
醫 ji 186318
宜 ji 186308
易 ji 186325
兒 ji 191846
施 ji 186321
議 ji 186324
儀 ji 186306
怡 ji 186280
夂 ji 100000
㦉 ji 100000
食 ji 186316
擬 ji 191841
異 ji 186319
伊 ji 186307
移 ji 186315
綺 ji 191008
矣 ji 186292
誼 ji 186288
椅 ji 186302
蛇 ji 186296
陑 ji 197188
疑 ji 186317
耳 ji 197202
貳 ji 197200
衣 ji 186322
以 ji 186330
而 ji 191853
二 ji 197207
已 ji 186329
依 ji 186323
台 ji 186326
她 ji 188995
義 ji 186327
薿 ji 191809
儗 ji 186299
貤 ji 186164
嫛 ji 186074
鮞 ji 197192
旖 ji 186243
毉 ji 186111
皚 ji 199973
匜 ji 186066
栘 ji 186199
栭 ji 197177
唲 ji 188272
瑿 ji 186129
杝 ji 186096
繄 ji 186135
佁 ji 186060
欹 ji 186223
踦 ji 186169
輀 ji 197187
臑 ji 190084
嶷 ji 186219
鴯 ji 197193
狋 ji 186126
鷾 ji 186186
陭 ji 190939
柂 ji 186099
酏 ji 186196
駬 ji 197189
胹 ji 197184
羛 ji 186137
勩 ji 186065
耏 ji 191931
薾 ji 197197
迻 ji 186314
樲 ji 197179
銥 ji 186231
廙 ji 186082
飴 ji 186233
殪 ji 186210
圯 ji 186213
眱 ji 197726
袘 ji 186153
洟 ji 186114
彝 ji 186258
詒 ji 186228
邇 ji 197199
猗 ji 186236
螔 ji 186150
尒 ji 197203
簃 ji 186134
鉺 ji 197195
黟 ji 186201
袲 ji 191635
宧 ji 186075
翳 ji 186240
鐿 ji 186198
椸 ji 186102
蛜 ji 186148
禕 ji 186205
唷 jo 185881
喲 jo 185882
騎 ke 191030
茄 ke 190637
伽 ke 190636
瘸 ke 190287
鈳 ko 193902
箍 ku 196388
哩 le 185884
咧 le 193075
褦 le 191933
唎 li 193218
摞 lo 192667
玀 lo 192664
鸁 lo 192653
欏 lo 192661
覶 lo 192649
臝 lo 192682
腡 lo 192654
砢 lo 192646
騾 lo 192675
籮 lo 192671
蓏 lo 192648
蠃 lo 192662
瘰 lo 192656
邏 lo 192684
鑼 lo 192679
儸 lo 192637
咯 lo 192678
蘿 lo 192681
旯 lo 193610
裸 lo 192683
㗊 lo 100000
卵 lo 192729
螺 lo 192680
囉 lo 192670
攞 lo 100000
羅 lo 192688
乜 me 191739
咩 me 192186
孭 me 100000
瞇 mi 192292
眯 mi 192293
嚤 mo 100000
䃺 mo 100000
塺 mo 192044
蘑 mo 192082
藦 mo 192057
劘 mo 192041
饃 mo 192080
摸 mo 192101
磨 mo 192097
麼 mo 192109
魔 mo 192098
摩 mo 192099
乸 naa 100000
呢 ne 191845
乜 ne 191739
五 ng 187926
焐 ng 187874
牾 ng 187877
鋙 ng 185593
峿 ng 187825
鋘 ng 187857
郚 ng 187855
吳 ng 187917
伍 ng 187914
嗯 ng 191850
午 ng 187918
吾 ng 185712
悟 ng 187909
誤 ng 187920
蜈 ng 187887
唔 ng 187891
晤 ng 187905
迕 ng 187868
仵 ng 187878
梧 ng 187901
鼯 ng 187869
痦 ng 187866
啎 ng 187821
寤 ng 187880
遻 ng 187854
蘁 ng 187848
浯 ng 187870
俉 ng 187818
珸 ng 187839
忤 ng 187885
呢 ni 191845
那 no 191647
懧 no 191629
捼 no 188036
糯 no 191639
儺 no 191638
挼 no 190018
懦 no 191641
挪 no 191642
娜 no 191643
撋 no 190054
藹 oi 199980
靉 oi 186067
曖 oi 199976
噯 oi 199975
靄 oi 199977
毐 oi 199968
欸 oi 197215
璦 oi 199971
壒 oi 199944
薆 oi 199956
嬡 oi 199970
鑀 oi 199965
僾 oi 199967
哀 oi 199987
埃 oi 199985
唉 oi 199983
乃 oi 191946
堨 oi 186332
㗒 oi 100000
愛 oi 199992
堊 ok 197267
噁 ok 197298
惡 ok 187922
摁 on 197212
盎 on 199888
鞍 on 199929
氨 on 199924
安 on 199937
案 on 199936
按 on 199935
胺 on 197275
銨 on 199921
桉 on 199919
噢 ou 185678
嶴 ou 199838
芺 ou 186421
懊 ou 199876
爊 ou 199846
鏖 ou 199867
襖 ou 199875
隩 ou 185596
墺 ou 199834
镺 ou 199856
媼 ou 185359
澳 ou 185691
奧 ou 185716
樖 po 193887
岥 po 191106
鄱 po 191131
皤 po 191127
叵 po 191130
陂 po 191128
笸 po 191126
婆 po 191141
坡 po 191138
頗 po 191139
破 po 191146
䑺 po 100000
朴 po 191084
䬷 se 100000
㱔 se 100000
社 se 189734
寫 se 187272
些 se 187274
灺 se 187200
猞 se 189712
奓 se 185113
麝 se 189717
卌 se 187618
奢 se 189722
佘 se 189716
騇 se 189709
赦 se 189721
瀉 se 187251
賒 se 189718
卸 se 187256
厙 se 189713
捨 se 189729
蛇 se 186296
舍 se 189730
射 se 186311
㴲 si 100000
㺨 si 100000
厶 si 100000
䔮 si 100000
葹 si 189489
颸 si 189234
肂 si 189224
鷥 si 189249
禠 si 189221
駟 si 189251
戺 si 189470
鰣 si 189513
弒 si 189522
蟴 si 189229
鍉 si 197749
鈰 si 189506
嘶 si 189259
諟 si 189494
諰 si 187686
恃 si 189532
鍶 si 189241
謚 si 186230
峙 si 184733
諡 si 189519
榯 si 189475
褷 si 189490
禗 si 189220
姼 si 189463
澌 si 189244
襹 si 189492
僿 si 189459
釃 si 189507
溮 si 189511
鼶 si 189236
偲 si 189237
跱 si 184674
螄 si 189246
罳 si 189222
凘 si 189210
絁 si 189485
柶 si 189238
鳲 si 189503
緦 si 189240
塒 si 189509
絲 si 189268
死 si 189273
氏 si 184755
詩 si 189560
試 si 189567
思 si 189274
施 si 186321
示 si 189570
士 si 189578
司 si 189272
師 si 189579
史 si 189566
斯 si 189270
視 si 189576
事 si 189586
市 si 189568
使 si 189583
四 si 189275
時 si 189587
是 si 189588
尸 si 189553
蒔 si 189514
虒 si 189227
鰤 si 189501
廝 si 189260
蓍 si 189518
撕 si 187778
肄 si 186226
泗 si 189252
豉 si 189515
侍 si 189546
匙 si 189542
嗜 si 189534
屎 si 187768
屍 si 189552
仕 si 189539
邿 si 189496
私 si 189267
獅 si 189544
肆 si 189262
璅 so 185223
疋 so 186756
挲 so 189013
蓑 so 189015
莏 so 189005
嗦 so 189018
簑 so 189014
唆 so 189017
綀 so 189371
趖 so 189006
惢 so 189000
儍 so 100000
㛖 so 100000
㪽 so 100000
所 so 189026
鎖 so 189022
莎 so 189021
梭 so 189019
疏 so 189144
傻 so 189908
蔬 so 189142
瑣 so 189020
梳 so 189422
桫 so 189011
娑 so 189016
嗩 so 189012
羧 so 184049
砣 to 188333
鴕 to 188340
坨 to 188335
佗 to 188339
鼉 to 188336
鮀 to 188324
跎 to 188338
紽 to 188313
酡 to 188334
柂 to 186099
嫷 to 188302
揓 to 189471
毻 to 188310
䭾 to 100000
馱 to 188343
它 to 188356
他 to 188357
驒 to 188322
牠 to 188355
妥 to 188350
駝 to 188346
拖 to 188351
陀 to 188345
舵 to 197339
唾 to 188344
橢 to 188342
沱 to 188341
堶 to 188301
柁 to 188329
鉈 to 188328
扡 to 186085
剭 uk 187819
屋 uk 187921
踒 wo 187946
婑 wo 187932
媧 wo 188284
猧 wo 187938
喎 wo 188266
窠 wo 193916
濄 wo 187935
堝 wo 196120
倭 wo 187956
涴 wo 185447
窩 wo 187965
和 wo 195308
禾 wo 195901
鍋 wo 196130
禍 wo 195296
渦 wo 187962
婐 wo 187931
萵 wo 187952
盉 wo 195864
龢 wo 195921
鉌 wo 195874
洿 wu 187836
楜 wu 195642
滸 wu 187020
瓠 wu 195683
杇 wu 187830
鶦 wu 195672
衚 wu 195717
靰 wu 187860
摀 wu 187895
鬍 wu 195718
圬 wu 187865
嫮 wu 195632
冱 wu 195674
汙 wu 185715
芐 wu 187568
鄠 wu 195680
猢 wu 195690
嫭 wu 195631
韄 wu 195285
歍 wu 187833
岵 wu 195675
魱 wu 195670
餬 wu 195709
臒 wu 185397
鶘 wu 195682
頀 wu 195669
醐 wu 195686
怙 wu 195685
沍 wu 195673
㗅 wu 100000
湖 wu 195715
戶 wu 195723
胡 wu 195719
護 wu 195724
芋 wu 185665
互 wu 195712
惡 wu 187922
烏 wu 187915
乎 wu 195725
污 wu 187913
壺 wu 195704
嗚 wu 187906
狐 wu 195707
滬 wu 195697
陓 wu 185594
楛 wu 193798
捂 wu 187896
瑚 wu 195698
祜 wu 195689
塢 wu 187893
葫 wu 195702
鎢 wu 187882
扈 wu 195695
鄔 wu 187892
於 wu 185741
蝴 wu 195701
穫 wu 195303
枑 wu 195640
弧 wu 195703
糊 wu 195710
榭 ze 187245
鷓 ze 184934
蔗 ze 184941
遮 ze 184949
嗟 ze 194133
鍺 ze 184931
赭 ze 184935
唶 ze 183978
蟅 ze 184920
罝 ze 194234
柘 ze 184932
姊 ze 184215
姐 ze 194655
借 ze 194653
藉 ze 194633
謝 ze 187271
這 ze 184911
者 ze 184953
啫 ze 100000
觶 zi 184705
淄 zi 184206
鄑 zi 184176
髭 zi 184203
輊 zi 184703
鮨 zi 186183
鳷 zi 184685
搘 zi 184620
貲 zi 184193
鎡 zi 184179
輜 zi 184202
枳 zi 184696
梔 zi 184709
秭 zi 184198
絼 zi 184854
贄 zi 184707
剚 zi 184153
蜘 zi 184728
訾 zi 184197
秖 zi 184655
鯔 zi 184194
袛 zi 197742
咨 zi 184213
胏 zi 184169
鼒 zi 184182
祉 zi 184720
疻 zi 184649
黹 zi 184692
扺 zi 184616
恉 zi 184611
孳 zi 184201
衹 zi 184671
忮 zi 184691
覗 zi 189230
緇 zi 184199
耜 zi 189242
鋕 zi 184773
胝 zi 184704
懫 zi 184614
廌 zi 184610
胑 zi 184662
駤 zi 184683
齜 zi 184204
牸 zi 184163
阤 zi 184681
趑 zi 184192
呰 zi 184155
懥 zi 184613
芓 zi 184172
嵫 zi 184185
耔 zi 184187
胔 zi 184170
錙 zi 184196
傂 zi 184601
泜 zi 184636
滍 zi 184640
粢 zi 184189
偫 zi 184690
偨 zi 198219
䇛 zi 100000
沚 zi 184635
畤 zi 184693
甾 zi 184190
厎 zi 184603
涘 zi 189218
兕 zi 189243
齍 zi 184183
彘 zi 184698
軹 zi 184689
踅 zi 186867
呲 zi 184195
榰 zi 184629
疐 zi 184647
椥 zi 184627
卮 zi 184697
泲 zi 195053
訿 zi 184175
寘 zi 184764
胾 zi 184171
礩 zi 184651
騺 zi 184684
氏 zi 184755
支 zi 184770
治 zi 184771
仔 zi 184218
食 zi 186316
紫 zi 184220
識 zi 184776
止 zi 184767
茲 zi 184214
齊 zi 184221
誌 zi 184772
寺 zi 189265
芝 zi 184750
旨 zi 184751
枝 zi 184753
嗣 zi 189256
脂 zi 184742
姿 zi 184217
滋 zi 184216
姊 zi 184215
㺭 zi 100000
㨁 zi 100000
之 zi 184785
至 zi 184781
資 zi 184222
子 zi 184226
自 zi 184225
址 zi 184749
字 zi 184223
指 zi 184779
志 zi 184774
智 zi 184759
只 zi 184784
知 zi 184782
置 zi 184765
徵 zi 184758
砥 zi 197767
致 zi 184769
紙 zi 184760
質 zi 184763
趾 zi 184729
稚 zi 184739
痔 zi 184719
吱 zi 184210
滓 zi 184205
菑 zi 184219
伺 zi 189263
籽 zi 184207
眥 zi 184200
豸 zi 184706
笫 zi 184188
漬 zi 184211
庤 zi 184609
坁 zi 184605
鷙 zi 184712
倳 zi 184152
阯 zi 184748
痣 zi 184721
茞 zi 198729
玆 zi 184164
酯 zi 184716
俟 zi 189253
祇 zi 184652
緻 zi 184768
躓 zi 184695
諮 zi 184191
摯 zi 184736
咫 zi 184727
祀 zi 189254
巳 zi 189255
梓 zi 184209
孜 zi 184212
肢 zi 184738
飼 zi 189257
祗 zi 184723
笥 zi 189245
恣 zi 184208
雉 zi 184724
芷 zi 184731
茈 zi 184184
㛖 zo 100000
咗 zo 100000
柤 zo 184073
侳 zo 183977
俎 zo 184087
唑 zo 183995
詛 zo 184088
阻 zo 184091
佐 zo 184003
坐 zo 184007
助 zo 184495
左 zo 184006
座 zo 184005
挨 aai 199986
隘 aai 197283
矮 aai 199984
哎 aai 199982
埃 aai 199985
唉 aai 199983
欸 aai 197215
嗌 aai 186211
娭 aai 187622
餲 aai 195877
㶭 aai 100000
鈪 aak 100000
軶 aak 197272
搹 aak 197232
扼 aak 197285
軛 aak 197271
厄 aak 197291
握 aak 187966
阿 aak 197300
菡 aam 196035
晏 aan 186681
鷃 aan 186625
鴳 aan 186623
押 aap 186771
鴨 aap 186764
齃 aat 197256
餲 aat 195877
恝 aat 194973
猒 aat 186594
揠 aat 186749
閼 aat 185627
遏 aat 197287
頞 aat 197253
戛 aat 194992
歹 aat 197292
押 aat 186771
壓 aat 186780
堨 aat 186332
抓 aau 184385
凹 aau 186467
坳 aau 199869
靿 aau 186439
拗 aau 185674
詏 aau 186428
㘭 aau 100000
㕭 aau 100000
罃 ang 185911
哽 ang 196501
鶯 ang 185949
鞥 ang 197209
䰾 baa 100000
粑 baa 199811
灞 baa 199810
鈀 baa 191572
埧 baa 194200
豝 baa 199801
靶 baa 199819
叭 baa 191582
笆 baa 199816
把 baa 199788
吧 baa 199830
巴 baa 199831
伯 baa 199244
霸 baa 191137
爸 baa 199826
罷 baa 191350
疤 baa 199817
峇 baa 193878
芭 baa 199821
壩 baa 199823
葩 baa 191575
弝 baa 199813
㞎 baa 100000
狴 bai 199482
斃 bai 199519
坒 bai 199411
梐 bai 199424
獘 bai 199431
薜 bai 199202
跛 bai 199215
粺 bai 199773
稗 bai 199774
蜌 bai 199448
蔽 bai 196861
敝 bai 199515
閉 bai 199533
弊 bai 199521
幣 bai 199525
陛 bai 199518
北 bak 199247
泵 bam 199559
乓 bam 191502
蠙 ban 191185
賁 ban 196992
擯 ban 199300
髕 ban 199292
邠 ban 199293
汃 ban 191574
瀕 ban 191196
坌 ban 199577
攽 ban 199730
鑌 ban 199295
鬢 ban 199305
豳 ban 199294
繽 ban 199302
璸 ban 191244
錛 ban 199576
玢 ban 196990
殯 ban 199304
犇 ban 100000
㻞 ban 100000
品 ban 191203
份 ban 197007
賓 ban 199311
体 ban 188743
斌 ban 199307
濱 ban 199309
笨 ban 199582
彬 ban 199308
奔 ban 199583
臏 ban 199296
檳 ban 199269
嬪 ban 191193
儐 ban 199298
稟 ban 193041
篳 bat 199488
弼 bat 199511
苾 bat 199487
彃 bat 199417
鈸 bat 199213
縪 bat 199442
菝 bat 199806
鼥 bat 199804
蓽 bat 199493
軷 bat 199180
吥 bat 199111
滭 bat 199429
胈 bat 199798
不 bat 196897
筆 bat 199539
佛 bat 196882
畢 bat 199538
拔 bat 199827
甭 bat 199561
嗶 bat 199499
泌 bat 192291
跋 bat 199822
犮 bat 190310
蹕 bat 199494
痹 bei 199510
箄 bei 191557
媲 bei 191331
匕 bei 199513
髲 bei 191121
鞁 bei 199606
屄 bei 199478
藣 bei 199601
陂 bei 191128
柲 bei 199316
賁 bei 196992
蓖 bei 199498
跛 bei 199215
奰 bei 199413
篦 bei 199500
疕 bei 199434
畀 bei 199486
秕 bei 199484
箅 bei 199476
犤 bei 199768
詖 bei 199474
沘 bei 199427
萆 bei 199477
柀 bei 199422
贔 bei 199453
鞞 bei 191297
鄪 bei 199457
潷 bei 199475
避 bei 199536
鼻 bei 199527
祕 bei 192301
悲 bei 199636
彼 bei 199532
俾 bei 199505
碑 bei 199632
臂 bei 199530
芘 bei 191319
妣 bei 199490
卑 bei 199631
泌 bei 192291
糒 bei 199599
庇 bei 199516
邲 bei 199455
鵯 bei 199611
裨 bei 191329
憊 bei 199628
毖 bei 199502
鉍 bei 199489
椑 bei 191273
襣 bei 199449
骳 bei 192066
閟 bei 199460
髀 bei 199491
轡 bei 191440
羆 bei 191320
痺 bei 199509
秘 bei 192302
被 bei 191357
備 bei 199646
䠋 bei 100000
費 bei 197067
比 bei 191356
壁 bek 199531
偪 bik 196875
揊 bik 191272
躄 bik 199454
愊 bik 199419
湢 bik 199428
楅 bik 196746
腷 bik 199447
愎 bik 199503
綼 bik 199441
皕 bik 199436
襞 bik 199479
璧 bik 199517
逼 bik 199529
迫 bik 191143
壁 bik 199531
碧 bik 199526
汴 bin 199392
辮 bin 199397
萹 bin 191245
抃 bin 199369
窆 bin 199386
碥 bin 199383
籩 bin 199389
猵 bin 191242
惼 bin 199368
汳 bin 199371
箯 bin 199376
艑 bin 199378
稨 bin 199375
砭 bin 199390
便 bin 191264
扁 bin 191258
變 bin 199407
邊 bin 199406
遍 bin 191262
卞 bin 199394
辨 bin 199402
貶 bin 199398
辯 bin 199403
釆 bin 199401
弁 bin 191536
鞭 bin 199400
匾 bin 199396
蝙 bin 199393
褊 bin 191253
忭 bin 199387
䏟 bit 100000
㿜 bit 100000
 bit 100000
㻫 bit 100000
鼈 bit 100000
鮅 bit 199468
佖 bit 199409
蹩 bit 199322
觱 bit 199450
怭 bit 199418
咇 bit 199313
襒 bit 199320
馝 bit 199464
癟 bit 199323
飶 bit 199463
珌 bit 199433
憋 bit 199325
虌 bit 199317
駜 bit 199465
鷩 bit 199321
彆 bit 199327
鱉 bit 199324
必 bit 199541
別 bit 199326
颮 biu 191471
杓 biu 189756
鑣 biu 199358
臕 biu 199340
藨 biu 191464
儦 biu 199352
裱 biu 199359
麃 biu 191468
颩 biu 197535
婊 biu 199360
熛 biu 199335
蔈 biu 199341
瀌 biu 199334
瘭 biu 199350
髟 biu 189820
彪 biu 199363
驫 biu 199348
俵 biu 199328
褾 biu 199343
鏢 biu 199364
滮 biu 199333
膘 biu 199361
飆 biu 199362
穮 biu 191463
錶 biu 199366
票 biu 191238
標 biu 191239
